text,created_at,n_words,party,bias-1,positive-1,figurative-0,offensive-1
SA Breaking News (@SABreakingNews) | @realDonaldTrump wages war with media. https://t.co/BZ76bO0eby  @POTUS… https://t.co/FvzuOSDJdA,2017-02-17 11:53:27,6,Rep,0.1227262169122696,0.119637385,0.8352540135383606,0.1283673495054245
"@postdiscipline @davidaxelrod @realDonaldTrump actually believed promises. Polling shows those gaps falling away, leaving rabid base only.",2017-02-17 11:53:28,11,Rep,0.31154006719589233,0.0046850503,0.8393892049789429,0.25558075308799744
@realDonaldTrump I wouldn't boast about compliments from Rush Limbaugh. Hes a pill popping lunatic with the credibility of Pinocchio.,2017-02-17 11:53:30,10,Rep,0.19403932988643646,0.0041685970000000004,0.624106764793396,0.3924590349197388
"@ehartman1975  You're able to sleep at night??? Oh, how I envy you .... @HillaryClinton",2017-02-17 11:53:38,5,Dem,0.4538166224956513,0.8153155,0.19788293540477755,0.310201495885849
What I actually hear every time @realDonaldTrump opens his mouth... https://t.co/TY4d6IvMyT via @youtube,2017-02-17 11:53:49,7,Rep,0.3797996640205383,0.14841875,0.6698465943336487,0.023429058492183685
@realpoliticin @gcamp4 @HillaryClinton @jaketapper   GLAD TO SEE A MILLENNIAL SPEAK OUT 📢📢 GOOD ON U!TY,2016-08-30 14:41:44,7,Dem,0.18511314690113068,0.96349293,0.9274699687957764,0.030982114374637607
"@CFBNerd76 @realDonaldTrump @KellyAnnPolls  It will get worse before it gets better, but you can join the resistance. Fight for truth.",2017-02-17 08:47:43,9,Rep,0.4160783588886261,0.0015790039000000001,0.9097536206245422,0.27216780185699463
"@MitchCumsteen1 @handimanner Wow Mitch, I gotta tell ya, @realDonaldTrump grateful to you. That said, stop being a low-life leaker. Terrible",2017-02-17 08:48:44,12,Rep,0.3312128484249115,0.0002950567,0.11417466402053833,0.43899235129356384
"@southerntalker @SenateGOP @SenateDems @HouseDemocrats @HouseGOP @HillaryClinton you see, even the devil has no pull. JESUS IS IN CONTROL",2017-02-17 08:49:04,6,Dem,0.2491946071386337,0.00045460594000000005,0.5136904120445251,0.5788031816482544
@realDonaldTrump you won 57.25% of the electoral college vote. Only George W. Bush (53.26% &amp; 59.47%) has less than you down to Jimmy Carter,2017-02-17 11:51:42,16,Rep,0.0569303035736084,0.04331881,0.7120254039764404,0.05201516672968864
"@realDonaldTrump Only one not happy is u, cuz 200mil are onto your scheme. U r not popular, u r failing miserably,… https://t.co/njixcGdlVv",2017-02-17 11:51:47,16,Rep,0.29513534903526306,0.54445875,0.419128954410553,0.5562915205955505
"@realDonaldTrump What a ridiculous dupe you are! Mess Conference was a rare display of insanity, ignorance and outright lies. Frightening!",2017-02-17 11:52:11,11,Rep,0.39893120527267456,0.00011504399999999999,0.7631717324256897,0.9160730242729188
@baalter @tamaraleighllc @realDonaldTrump Totally unacceptable. DC has no concept of budgets or actually working a 40 work week.,2017-02-17 11:52:16,10,Rep,0.40492329001426697,0.003578731,0.4204550087451935,0.041433200240135186
@realDonaldTrump TV gold Mr President.  keep up the good work.,2017-02-17 11:52:17,7,Rep,0.7409858107566833,0.8969848,0.8219581246376038,0.1351635605096817
@realDonaldTrump best ever for sure. Amazing success.,2017-02-17 11:52:38,5,Rep,0.4652778506278992,0.8466414000000001,0.5059630274772644,0.020073140040040016
@IngrahamAngle @Morning_Joe @realDonaldTrump Laura Morning Morons while never get it they actually think Mika is a political commentator,2017-02-17 11:52:42,10,Rep,0.07729954272508621,0.02370565,0.41631463170051575,0.8885800242424011
"Sir, please stop making America pay for your ridiculous expenses. We can't afford you.  @realDonaldTrump https://t.co/PXeZVHWs0K",2017-02-17 11:52:55,10,Rep,0.2646405398845673,0.004934973,0.5575137734413147,0.6762613654136658
@realDonaldTrump thank God you're not teaching high school science and only leading the free world #uranium,2017-02-17 11:53:08,10,Rep,0.6487244963645935,0.014063376,0.8052884340286255,0.038296379148960114
"@tonyposnanski @joburr4 @realDonaldTrump you should have been here 9-10 yrs ago, you can't help that you weren't born yet",2017-02-17 11:53:30,8,Rep,0.2181009650230408,0.01628441,0.5377773642539978,0.06511378288269043
@Mike_P_Williams @realDonaldTrump he is making all those propagandist's heads pop...like a zit,2017-02-17 11:53:31,6,Rep,0.35957103967666626,0.016319362,0.451392114162445,0.5852135419845581
"""I see many untruthful things"" umm @realDonaldTrump are you 12 like you're not meant to care",2017-02-17 11:53:40,10,Rep,0.25831741094589233,7.548286e-05,0.5102131962776184,0.1704995334148407
@butchparnell @realDonaldTrump @YouTube .....just untrue. Liberal media Obama and OFA trying to destroy this country. Is that what you want?,2017-02-17 11:53:51,9,Dem,0.5212414860725403,4.863428e-05,0.5056748390197754,0.6865872740745544
"@realDonaldTrump do you know any other word except ""Fake media""?",2017-02-17 11:54:04,5,Rep,0.2707396745681763,0.005406874,0.6659418940544128,0.2212693840265274
Coming Thursday's its 'Eat The Press' with @realDonaldTrump sorry for little Chuckie Todd-Ler and his childish fiends- cant wait 4 round 2,2017-02-17 11:54:08,16,Rep,0.2780921459197998,9.667568499999999e-05,0.6380754113197327,0.14893870055675507
#President @realDonaldTrump's first 12 days have been too radical to handle (part I) @BlastingNews… https://t.co/EMrbuy29g7,2017-02-17 08:46:56,6,Rep,0.3657146096229553,0.5398895,0.7058347463607788,0.06571115553379059
"TAKE THE SURVEY! But ignore the begging for donations at the end. @realDonaldTrump can't afford to fight the ""unfai… https://t.co/Oy7UOr66Qr",2017-02-17 08:48:51,10,Rep,0.1840219646692276,0.014855873,0.570976197719574,0.1501312553882599
@JonAguiar @realDonaldTrump waaaaaa.. liberals still hurting.  Grow up.,2017-02-17 11:51:43,5,Rep,0.12636744976043698,0.00010889691,0.4316980838775635,0.3610329031944275
@realDonaldTrump nice statements?Never knew there were any nice statements.When I see videos onFacebook of it's nothin but negative feedback,2017-02-17 11:51:49,12,Rep,0.1747799813747406,5.6110806e-05,0.2842826843261719,0.19295215606689453
@realDonaldTrump Good !  They should be ashamed of themselves.   We are sick of them trating you this way.  Very fake news.  Haha !Love it !,2017-02-17 11:51:51,9,Rep,0.22131209075450894,0.0007135613700000001,0.1802146285772324,0.6847741603851318
@realDonaldTrump omg... Snow flakes dont have a clue evidenced by their comments.  How stupid can stupid get? Ya know ya can't fix stupid.,2017-02-17 11:51:58,17,Rep,0.14346864819526672,5.6890767e-05,0.2271332293748856,0.9800068736076356
@realDonaldTrump I've heard that you have not made the transition from campaigner to president,2017-02-17 11:52:09,6,Rep,0.3400430083274841,0.017066605,0.6430712342262268,0.16137096285820007
FAKE NEWS I TELL YA LOL! https://t.co/Wyex3K3qdz,2017-02-17 11:52:10,5,Nothing,0.14673934876918793,4.093438e-06,0.11154496669769287,0.5257354378700256
@realDonaldTrump You did great. It's about time the press got what they deserved. I wonder if most of them are still on Soros' payroll.,2017-02-17 11:52:14,9,Rep,0.4108943939208984,0.90481174,0.21286822855472565,0.12383554875850675
@realDonaldTrump smart idea to try and turn ur supporters against the Media.So what ever fucked up shit you do next no one would believe ryt,2017-02-17 11:52:15,15,Rep,0.6740918755531311,0.00034801269999999994,0.35917365550994873,0.9540004730224608
"Hey @realDonaldTrump, the illegitimate &amp; unhinged president, you're getting hammered by @Morning_Joe &amp; that the one you called crazy -Ironic",2017-02-17 11:52:23,12,Rep,0.3724327385425568,2.8969976e-05,0.003365368116647005,0.8451031446456909
"@realDonaldTrump So much for your waterways. How short-sighted and backwards you are!  Coal is old, dirty technology",2017-02-17 11:52:45,9,Rep,0.1519659459590912,0.014573379,0.274423748254776,0.6740127801895142
Lol oh well if rush liked it... https://t.co/NZQwQR2pgR,2017-02-17 11:52:49,5,Nothing,0.3752673864364624,0.014039726,0.2355058789253235,0.02671777829527855
@patrioticsap @realDonaldTrump would love to continue but I can't.  Enjoyed the back and forth though.,2017-02-17 11:53:02,8,Rep,0.3450117111206055,0.9202219000000001,0.6189173460006714,0.07460737973451614
@IngrahamAngle @Morning_Joe @realDonaldTrump Here is problem. World doesn't hear #Trump way lower middle class US whites did.,2017-02-17 11:53:08,9,Rep,0.5142919421195984,0.01962696,0.5819655656814575,0.29126960039138794
@mikd33 @realDonaldTrump hahahahahaha dumbass how long did it take you to come up with that stupid shit childish,2017-02-17 11:53:26,8,Rep,0.23156407475471494,0.0004400696,0.6269947290420532,0.9797664880752563
"@thehill @realDonaldTrump @POTUS who the fuck gives classified info to the media. Trump,you must get this SOBS who leaked the information.",2017-02-17 11:53:29,11,Rep,0.06068132072687149,0.0058949236,0.7909564971923828,0.9524054527282716
I tried to listen to him the other day and the stupidity had me shaking my head said @POTUS didn't have to follow j… https://t.co/VNMRT2JRLg,2017-02-17 11:53:32,9,Nothing,0.15178944170475006,0.010606281,0.5857092142105103,0.7354103326797485
@realDonaldTrump President Trump your reaching outto t/ Black Caucus is appreciated Cont addressing Black community wn possible it matters.,2017-02-17 11:53:36,14,Rep,0.42242524027824396,0.010918948999999999,0.8330086469650269,0.3814696073532105
Rush said they were like confused cats being toyed with by @POTUS and his magical laser light. Agree. https://t.co/xV9yQEaAT4,2017-02-17 11:53:42,10,Nothing,0.19940714538097384,0.00086390285,0.4663155376911163,0.06634948402643204
@realDonaldTrump Facts on the Pollution caused by the US Coal Industry https://t.co/owPTrtRpEb,2017-02-17 11:53:46,6,Rep,0.07116152346134186,0.015149662,0.8497387170791626,0.19526180624961853
"Corrupt oligarchs like @HillaryClinton &amp; @POTUS @BarackObama don't care about you, even if you're black or female!! https://t.co/jlsXWB17Zs",2016-08-30 14:41:45,8,Dem,0.3277352154254913,4.2974075e-06,0.5977851152420044,0.8742583990097046
"This is really the President of the United States? Are we sure an 10 year old boy isn't at the controls?
https://t.co/bOzBJkWoOa",2017-02-17 08:46:57,10,Nothing,0.579350471496582,0.019628676,0.21939750015735626,0.2569920122623444
@realDonaldTrump Nobody except you cares about the election anymore. The campaign is over. Do the job you were hired for.,2017-02-17 08:48:12,8,Rep,0.14651329815387726,0.005615913,0.6034317016601562,0.1133330687880516
@realDonaldTrump 1.Cheat 2.fraud 3.liar 4. crook 5.Woman abuser 6. CRAZY  @POTUS https://t.co/UOXS7wLtqq,2017-02-17 08:48:28,13,Rep,0.11291731894016264,0.0005624469000000001,0.8536093831062317,0.9635032415390016
💯💯💯! Some of us were not asleep when warmongering Hillary threatened to take Russia on during her campaign. WW3 ave… https://t.co/eFBtfKSawK,2017-02-17 08:48:44,11,Nothing,0.11145909875631332,0.00040606994,0.8236788511276245,0.2939991354942322
@realDonaldTrump As satire goes it was simply marvellous. You should give up your day job &amp; get your own show. Please. #TrumpPressConference,2017-02-17 11:52:03,11,Rep,0.33494871854782104,0.42120713,0.7813946008682251,0.19441229104995728
"@realdonaldtrump  Woo........Hoo..........Woo.......Hoo......Woo......Hoo....
lol......",2017-02-17 11:52:08,7,Nothing,0.1744026243686676,0.010380719,0.020100133493542668,0.06509022414684296
"@realDonaldTrump 46th out of the 58 largest electoral college wins.  Just letting you know...your win, was literally in the 79th percentile.",2017-02-17 11:52:27,12,Rep,0.3418623208999634,0.8957198000000001,0.211042121052742,0.13291612267494202
"@RJSzczerba @LoriWest2 @realDonaldTrump Trumpcare is GOP Genocide. Help millionaire doctors, billion dollar drug/hospital corps STEAL EVERY",2017-02-17 11:52:35,13,Rep,0.11188016086816788,0.02020248,0.8704129457473755,0.7036396861076355
@realDonaldTrump You put the Democrat fanboys and fangirls on notice. https://t.co/gNFfpnZMki,2017-02-17 11:52:54,5,Rep,0.5481024980545044,0.04381764,0.7787157297134399,0.08372041583061217
@realDonaldTrump you make up stuff all the time and don't admit it. Stop destroying the environment for kick backs.,2017-02-17 11:53:22,9,Rep,0.6375712752342224,0.0013872464,0.4029000997543335,0.401056170463562
"@realDonaldTrump Real news, fake president. You are an embarrassment to the USA and to all Americans.",2017-02-17 11:53:28,7,Rep,0.2974119186401367,0.0044430317,0.5831853151321411,0.8760294914245605
"@mikd33 @realDonaldTrump there's one missing, YOU! Smh we see what educates you",2017-02-17 11:53:36,5,Rep,0.24906985461711886,0.003328943,0.569564700126648,0.2722194790840149
@realDonaldTrump Rush Limbaugh IS fake media.  Lap dog to the #ChaosPOTUS,2017-02-17 11:53:45,6,Rep,0.23783503472805026,0.0099776285,0.5875662565231323,0.7600123286247253
@realDonaldTrump it was nice to see a Republican stick it too them . Good Job,2017-02-17 11:53:55,6,Rep,0.6008807420730591,0.037098464,0.2478037774562836,0.08419516682624817
@FoxNews @AriFleischer @realDonaldTrump keep believing your fake polls. Trump will keep winning!,2017-02-17 11:54:07,7,Rep,0.320371150970459,0.012907696000000001,0.8843835592269897,0.1998266577720642
"@realDonaldTrump  You know those media
Poofters won't stop but we're not listening
anyway.",2017-02-17 11:54:08,7,Rep,0.3672327995300293,0.052965723,0.6298845410346985,0.2535544037818909
@Stuartyoung001 @realDonaldTrump that's because his words then can't be manipulated to fit their agenda.,2017-02-17 11:54:21,5,Rep,0.14762745797634125,0.004518441,0.667965829372406,0.34610438346862793
@POTUS @realDonaldTrump I could do a better job at being President. Admit it.,2017-02-17 08:46:59,5,Rep,0.4498481750488281,0.0042647077,0.7871223092079163,0.08807194232940674
@realDonaldTrump ''THIS IS WRONG -  EXTREME BIAS #Washington court against #Christian florist sodomite wedding case' https://t.co/9WfF3K1AXO,2017-02-17 08:47:42,8,Rep,0.15336619317531586,0.006274447,0.4266499578952789,0.06452510505914688
@realDonaldTrump running the USA like a business.  He's the lying salesman... https://t.co/zUHL9cPD4S,2017-02-17 08:48:01,6,Rep,0.24374043941497806,2.5623058e-06,0.5233905315399171,0.3741690218448639
@IngrahamAngle @Morning_Joe @realDonaldTrump. Laura I watched 5 min of morning joe the whining. Eye rolling and mashing of teeth was epic!,2017-02-17 11:51:47,12,Rep,0.13303272426128387,0.031283725,0.14007045328617096,0.07866351306438446
"@Impeach_D_Trump @MissyGreenbean @realDonaldTrump Hatred in name of peace and love. Tolerance for intolerant! Up is down, black is white!",2017-02-17 11:52:00,8,Rep,0.3773636519908905,0.3293735,0.7576762437820435,0.7210904359817505
"@realDonaldTrump You are such a whiny-assed, sucky, tiny-hands crybaby.  #GetHelp #NotMyPOTUS #ResistTrump",2017-02-17 11:52:04,6,Rep,0.2996808588504791,0.011138488,0.2020041793584824,0.9115516543388368
"@RuwaydaMustafah @realDonaldTrump here is the reality, you are not american, you are British so stay out of our our politics.",2017-02-17 11:52:17,6,Rep,0.23954513669013974,0.009734936999999999,0.8675079941749573,0.26775825023651123
@realDonaldTrump has proven ANYONE can win the Presidency (with the help of Russia) 🙈,2017-02-17 11:52:35,7,Rep,0.26889529824256897,0.0069480776,0.7197239398956299,0.07937299460172652
@realDonaldTrump I have still not picked my jaw up off the floor after that ghastly display,2017-02-17 11:52:37,7,Rep,0.23851801455020905,0.009216774,0.1885640025138855,0.17391857504844666
@realDonaldTrump Donnie Donnie Donnie... you are delusional and act like an idiot ...quite the embarrassment.,2017-02-17 11:52:39,9,Rep,0.14755362272262573,1.9750846e-06,0.3618461191654205,0.9696385860443116
@realDonaldTrump Hospital costs are still to darn high!,2017-02-17 11:52:55,5,Rep,0.18845342099666595,0.016914327,0.5092573761940002,0.1540047526359558
"@realDonaldTrump  Best news conference ever! Keep it up.
The liberal's heads are exploding. Media will never change. God bless.",2017-02-17 11:52:58,13,Rep,0.4911726415157318,0.09595173,0.88841712474823,0.14312803745269775
@realDonaldTrump Please stop repeating the fake news statement You sound like an idiot. Your shit stinks just like everyone else. #DoYourJob,2017-02-17 11:53:05,14,Rep,0.2003145515918732,4.1479328e-07,0.6024459004402161,0.9961942434310912
@realDonaldTrump make a deep housecleaning... transfer them far away or make then resign.,2017-02-17 11:53:23,8,Rep,0.17352798581123352,0.0011113817999999999,0.5055445432662964,0.1909559965133667
@realDonaldTrump oh yes then on vacation to Florida at the tax payers expense,2017-02-17 11:53:26,7,Rep,0.07127077877521515,0.11471194,0.01831677183508873,0.06511875241994858
"@realDonaldTrump That was well done, Sir. A shot in the arm for all of us. Not making shit up is all your asking for.",2017-02-17 11:53:43,10,Rep,0.29467862844467163,0.0060567469999999995,0.2746200561523437,0.9340761303901672
@MuppetV2 @matteec wait is @HillaryClinton president? it's a shame they couldn't just change the rules so she won,2017-02-17 11:53:44,5,Dem,0.3215309977531433,0.024848943999999998,0.6761797070503235,0.3658988773822784
"@realDonaldTrump love One America News Network, best of all. Hannity and Rush are great.",2017-02-17 11:53:51,9,Rep,0.5259191989898682,0.9906543999999999,0.07146177440881729,0.014005792327225208
Trump shows compassion. Calling for a political prisoner to be released. No doubt the left wing will twist this to… https://t.co/CUqogLO2f3,2017-02-17 08:47:00,11,Rep,0.18806946277618408,0.005069732,0.6697143912315369,0.13392671942710874
"@Lrihendry @realDonaldTrump Trump has the power now to stop them, he just has to get his cabinet in place. Libs are infuriating, sore losers",2017-02-17 08:47:45,10,Rep,0.3666126728057861,0.00043874973,0.3494050204753876,0.9893022179603576
"Indiana! #Trump2016 https://t.co/6aGJr5WDaj Big news to do you and remember to betray you Senator Elizabeth Warren, we’d",2017-02-17 08:47:54,8,Rep,0.42272135615348816,0.14289676,0.902155578136444,0.21352049708366394
@aasif @DeplorableYes @realDonaldTrump yo assif ...who told Hillary to use an unsecured private server so she could hide info,2017-02-17 08:48:20,11,Rep,0.05144626274704933,0.0026011742,0.5184945464134216,0.054610170423984535
"@realDonaldTrump More whining about the dems... Blah blah blah. Meanwhile, in your administration, I'm seeing a well oiled machine. Lmfaoo",2017-02-17 11:51:48,12,Rep,0.0667489543557167,0.045845114000000006,0.5197398066520691,0.3731086850166321
"@realDonaldTrump ...and the Albanian Government and PM where , during the election , clearly against You ?? 
Answer : Use'em all ...",2017-02-17 11:52:00,8,Rep,0.08514614403247832,0.0048453524,0.7634885907173157,0.26528456807136536
Rush Limbaugh needs a drug test. https://t.co/PtpBK8v3kz,2017-02-17 11:52:01,5,Nothing,0.28298550844192505,0.05571082,0.9757513999938964,0.3707927167415619
@realDonaldTrump ALL I KNOW THANK YOU MR PRESIDENT FOR CLEANING UP OUR NEIGHBORHOODS WITH THE ILLEGALS SWEEPS. BUSINESS WILLFACE FINE PRISON,2017-02-17 11:52:03,12,Rep,0.25539228320121765,0.00760678,0.23523874580860135,0.2876526713371277
"@realDonaldTrump 
You made me laugh with that BBC bloke Donald, brilliant! 🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅
You socked it to em! Please don't change! X 😄",2017-02-17 11:52:12,11,Rep,0.2461432367563248,0.021188263,0.3482055962085724,0.12317954748868942
"@43536H @realDonaldTrump Rush is the only one you cite? NOT a journalist, a bloated motor-mouthed crazy. Like you.",2017-02-17 11:52:15,10,Rep,0.2653203010559082,0.0017133139999999999,0.44286972284317017,0.6387181282043457
@IngrahamAngle @Morning_Joe @realDonaldTrump Turned them on for a minute.They're REALLY acting strange.They are so confused they can't think,2017-02-17 11:52:21,8,Rep,0.5075546503067017,0.09473159,0.6387235522270203,0.1051379293203354
"@realDonaldTrump Mr. President, why do we continue to print pennies? It costs 1.5 cents to print a damn pennie. Do away with pennies please.",2017-02-17 11:52:22,15,Rep,0.1857519894838333,0.027863327,0.3368570804595947,0.3861117362976074
@stephenWalt case in point to your ? Yesterday! He thinks people are patting him on the back for doing a good job! https://t.co/IobBaUKKYj,2017-02-17 11:52:26,9,Nothing,0.3077228963375092,0.055182517,0.289188027381897,0.04430106282234192
@realDonaldTrump it's a hard job being the best at what you do  keep up the good work and stay strong,2017-02-17 11:52:29,8,Rep,0.6401522755622864,0.99343103,0.6141228675842285,0.03969558700919151
@realDonaldTrump Satan could say something positive about you and you would thank him publicly,2017-02-17 11:53:05,8,Rep,0.12041421234607695,0.04931894,0.5673205256462097,0.4670026898384094
@realDonaldTrump Some people call you a space cowboy.Some people call you Gangster of Love.Some people call you Mourece . YOUR JUST A WINNER,2017-02-17 11:53:14,12,Rep,0.2272278368473053,0.15180418,0.2085036337375641,0.158343106508255
"@realDonaldTrump Picher, OK is uninhabitable due to lead contamination. This is #MAGA Trump's America without an EPA https://t.co/Gl9GzACdju",2017-02-17 11:53:45,10,Rep,0.09998635202646257,0.6834007,0.6066613793373108,0.1709011346101761
@realDonaldTrump I liked the way you lie. BIG FAT LIES. FAKE PRESIDENT.,2017-02-17 11:53:54,8,Rep,0.6946060061454773,0.00023582958999999998,0.6020694971084595,0.6631631255149841
@realDonaldTrump new name for old disease  ..   liberalism.  We found cure. PRESIDENT TRUMP,2017-02-17 11:54:06,9,Rep,0.15119458734989166,0.013084508500000001,0.8595988154411316,0.2758718132972717
@IngrahamAngle @Morning_Joe @realDonaldTrump I'm watching too. Never watch this show. Mika is beside herself. Is she always like this?,2017-02-17 11:54:07,8,Rep,0.4345903098583221,0.0004742339,0.4916569590568543,0.08108805865049362
"@realDonaldTrump that is their problem, keep up the great work you and your administration are doing for We The People!",2017-02-17 11:54:10,6,Rep,0.3621326684951782,0.9264749,0.5390540957450867,0.09244711697101593
We will see won't we Donny. Somehow I don't think it's fake news. https://t.co/y9bYTlmvwr,2017-02-17 08:47:03,6,Nothing,0.17084230482578278,0.0013948964000000002,0.3045581877231598,0.2677116096019745
@BarackObama What happened? I thought you were going to take a stand against this crap? You're the 1st POTUS I vote… https://t.co/adHvlgo17w,2017-02-17 08:47:00,9,Dem,0.3717997968196869,0.0006254998999999999,0.7805580496788025,0.7636203765869141
"""But paid anti tr*mp protesters!"" https://t.co/kvuMyp7V6w",2017-02-17 08:48:48,5,Nothing,0.1163315400481224,0.01338024,0.6660062074661255,0.1921872049570084
"@realDonaldTrump Beat at your own con game, thanks loser. https://t.co/l4FXd6PrIy",2017-02-17 08:49:53,5,Rep,0.3535098135471344,0.038053695,0.08828607946634293,0.9744958877563475
"@realDonaldTrump I agree, it was one of the most batshit crazy press conferences I've ever seen.",2017-02-17 11:51:53,8,Rep,0.5126711726188661,0.0028614003999999998,0.4135051965713501,0.6269351840019226
@realDonaldTrump OMG dude!! If you think that 'train wreck' of a conference was one of the greatest ever; then you REALLY are delusional../2,2017-02-17 11:51:54,12,Rep,0.3970192074775696,0.09827505,0.7339645028114319,0.13901090621948242
@realDonaldTrump You're right about the #VERYFAKENEWS ! Their ratings prove it.  Keep hitting them hard.  We love it. Greatest Presser Ever!,2017-02-17 11:51:55,10,Rep,0.6013214588165283,0.96044475,0.22193054854869845,0.06859079748392105
@realDonaldTrump Good job sir! Keep up the great work!,2017-02-17 11:51:56,6,Rep,0.4771507978439331,0.9996865,0.3611953854560852,0.0750785619020462
"@realDonaldTrump sir, I think you did a marvellous job, and you make me wish you were my president too. Though you already are in spirit. 👌",2017-02-17 11:52:03,10,Rep,0.2593119740486145,0.26303974,0.4211898446083069,0.07395341992378235
@realDonaldTrump please get some help! you clearly are delusional!,2017-02-17 11:52:06,5,Rep,0.4126062691211701,0.03320265,0.5261520147323608,0.4263741075992584
@CNN @realDonaldTrump someone please send a doctor 👨‍⚕️ to the White House to see and check Super Donald : he's los… https://t.co/zuiDo5Tbp7,2017-02-17 11:52:14,11,Rep,0.1671983003616333,0.0072224312,0.5007907152175903,0.210333913564682
"@harlydogg @erichmcelroy @realDonaldTrump You can call it ""Trump care"" if you like. He is just calling it; fixing something that's broken.",2017-02-17 11:52:18,9,Rep,0.33976805210113525,0.00047236454000000003,0.6873673796653748,0.20845463871955872
"one month out and @BarackObama is an afterthought 4 all Americans, There is &amp; was nothing worth remembering! Hope and Change never happened",2017-02-17 11:52:19,13,Dem,0.16164742410182953,0.0032665534000000003,0.943093240261078,0.05262656137347221
"@realDonaldTrump please provide in any trade deal with the UK, lashings of whatever it is you are smoking.",2017-02-17 11:52:26,8,Rep,0.3012101054191589,0.0098445425,0.7742299437522888,0.15616831183433533
"@realDonaldTrump But seriously, that press conference was GREAT, the greatest since JESUS!",2017-02-17 11:52:44,7,Rep,0.4364617466926575,0.8799253,0.33198559284210205,0.05562939122319222
"Hang on, @OfficialCBC! @AprilDRyan will call you with a day and time for  the meeting with @POTUS! 🙄 https://t.co/gng5NX3EPg",2017-02-17 11:52:51,5,Nothing,0.4607881605625153,0.029071994,0.5704206228256226,0.03418901562690735
@realDonaldTrump Your rants are alienating any American who is not part of your base.As President we are ALL your constituents.,2017-02-17 11:52:56,8,Rep,0.3102397620677948,0.0015453523000000002,0.5903918743133545,0.4823863506317138
@realDonaldTrump Be sure to give them your expert opinion on aerodynamics as well. They'll really appreciate it!,2017-02-17 11:52:59,8,Rep,0.267128050327301,0.04868024,0.12830865383148193,0.08896619826555252
Is it me or does .@liliantintori seem extremely uncomfortable between Trump (grab em by the pussy) and Pence (I'll… https://t.co/YLkaRuUaBv,2017-02-17 11:53:16,8,Rep,0.12906494736671448,0.027317446000000002,0.6511673927307129,0.97492253780365
@realDonaldTrump  now that's a compliment coming from a man of honor and intelligence. Hahahahahahahaha😂😂💩💩,2017-02-17 11:53:30,6,Rep,0.21612031757831573,0.024416847000000002,0.5401314496994019,0.14927938580513
@realDonaldTrump The left is in meltdown mode. Enjoy it Mr. President.,2017-02-17 11:53:39,6,Rep,0.2082227468490601,0.012193622,0.7307875156402588,0.3164247274398804
@IngrahamAngle @Morning_Joe @realDonaldTrump E. Robinson sputtering Trump isn't trying to work with the establishment - THATS WHY I VOTED!,2017-02-17 11:53:50,9,Rep,0.15927061438560486,0.029039051,0.6786581873893738,0.15553463995456696
"@mrhorst1 @MrTommyCampbell @realDonaldTrump You know what the word ""liberal"" means, don't you?  Or are you reading from an #altdictionary ?",2017-02-17 08:47:10,5,Rep,0.2830680906772613,0.017949197,0.4076013267040253,0.0601649284362793
"@pierredeca @realDonaldTrump you shall be to you as the native among you,and you shall love him as yourself;for you were sojourners...",2017-02-17 08:47:32,6,Rep,0.2369253933429718,0.59301585,0.7995987534523009,0.4021186828613281
"""They fill up our alleys with people that you wonder how they get there""
- @realDonaldTrump on ""Obamaca"", 2017",2017-02-17 08:48:09,7,Dem,0.2322026789188385,0.0056899628,0.3728990852832794,0.15977787971496582
"@realDonaldTrump You lost the popular vote by 10 million. You have historically low approval ratings. 
#chaos
#releaseTaxes",2017-02-17 08:48:18,9,Rep,0.1165102794766426,0.8310896000000001,0.8517096638679504,0.06499611586332321
"@mkirkwmj @jackschofield @extremecompute @realDonaldTrump The jackasses are coming out of the White House closets, liars and con men. SAD!",2017-02-17 08:48:59,9,Rep,0.3318864703178406,0.19254059,0.23855018615722656,0.9485003352165222
Oh look!   The exaggerator in chief is up bright and early bragging about his bizarre failed presser.  You are laug… https://t.co/EVCC9ys9AE,2017-02-17 11:51:54,11,Nothing,0.16733454167842865,0.53299236,0.06104139983654022,0.19819435477256772
@realDonaldTrump I know how to read and determine what's fake. The only thing around here is you.,2017-02-17 11:52:01,6,Rep,0.2522701323032379,0.007754154,0.6463810801506042,0.24655343592166898
"@realDonaldTrump Mr. President, you were superb yesterday. Keep up the GREAT work you are doing for ALL of us!",2017-02-17 11:52:29,8,Rep,0.5546214580535889,0.9989838,0.6498452425003052,0.054620128124952316
"#LikeaKing watch out @realDonaldTrump, if Americans get inspired by the French. Your head is on the chopping block.… https://t.co/u6gCAi4pA5",2017-02-17 11:52:36,8,Rep,0.4685445129871368,0.075986296,0.7521061897277832,0.5932616591453552
@realDonaldTrump Go Mr.President. Make America Great Again!🇱🇷,2017-02-17 11:52:49,6,Rep,0.7840719223022461,0.99779886,0.5751596689224243,0.08001849055290222
@realDonaldTrump I would be careful.  No one wants to work for you!  Pretty soon you will be all alone in the White House,2017-02-17 11:52:57,10,Rep,0.3471829891204834,0.005563809,0.6045470833778381,0.3766868412494659
Good Morning after awesome press conference @realDonaldTrump . Welcome to Charleston! https://t.co/ly2t2hkkUL,2017-02-17 11:52:59,7,Rep,0.1073916032910347,0.5656573,0.4687702059745789,0.018187325447797772
